State,Mode,Year,Commute mode share (percent)
Iowa,Worked at home,2015,0.040796836
Kansas,Worked at home,2015,0.042030756
Kentucky,Worked at home,2015,0.031465592
Louisiana,Worked at home,2015,0.028226685
Maine,Worked at home,2015,0.057346634
Maryland,Worked at home,2015,0.04397289
Massachusetts,Worked at home,2015,0.047538067
Michigan,Worked at home,2015,0.035932346
Minnesota,Worked at home,2015,0.054999942
Mississippi,Worked at home,2015,0.021035977
Missouri,Worked at home,2015,0.047856785
Montana,Worked at home,2015,0.060137219
Nebraska,Worked at home,2015,0.039351954
Nevada,Worked at home,2015,0.036582083
New Hampshire,Worked at home,2015,0.065234937
New Jersey,Worked at home,2015,0.040850774
New Mexico,Worked at home,2015,0.048185465
New York,Worked at home,2015,0.03963213
North Carolina,Worked at home,2015,0.05028819
North Dakota,Worked at home,2015,0.044791113
Ohio,Worked at home,2015,0.037242854
Oklahoma,Worked at home,2015,0.037493836
Oregon,Worked at home,2015,0.063316639
Pennsylvania,Worked at home,2015,0.042165548
Rhode Island,Worked at home,2015,0.03320368
South Carolina,Worked at home,2015,0.037618616
South Dakota,Worked at home,2015,0.057952784
Tennessee,Worked at home,2015,0.037709873
Texas,Worked at home,2015,0.043717551
United States,Worked at home,2015,0.046135316
Utah,Worked at home,2015,0.055468298
Vermont,Worked at home,2015,0.06108319
Virginia,Worked at home,2015,0.046358116
Washington,Worked at home,2015,0.056492467
West Virginia,Worked at home,2015,0.032489999
Wisconsin,Worked at home,2015,0.040867619
Wyoming,Worked at home,2015,0.041969408
Alabama,Bicycle,2016,0.001027669
Alaska,Bicycle,2016,0.009922713
Arizona,Bicycle,2016,0.008309213
Arkansas,Bicycle,2016,0.001349059
California,Bicycle,2016,0.010296759
Colorado,Bicycle,2016,0.010891863
Connecticut,Bicycle,2016,0.002986101
Delaware,Bicycle,2016,0.003023315
District of Columbia,Bicycle,2016,0.045960288
Florida,Bicycle,2016,0.006189586
Georgia,Bicycle,2016,0.002597069
Hawaii,Bicycle,2016,0.00731379
Idaho,Bicycle,2016,0.011717941
Illinois,Bicycle,2016,0.006911432
Indiana,Bicycle,2016,0.004123108
Iowa,Bicycle,2016,0.004651069
Kansas,Bicycle,2016,0.004287193
Kentucky,Bicycle,2016,0.00227903
Louisiana,Bicycle,2016,0.004957746
Maine,Bicycle,2016,0.00421605
Maryland,Bicycle,2016,0.002869636
Massachusetts,Bicycle,2016,0.008612708
Michigan,Bicycle,2016,0.004603803
Minnesota,Bicycle,2016,0.007039718
Mississippi,Bicycle,2016,0.001016273
Missouri,Bicycle,2016,0.002363297
Montana,Bicycle,2016,0.012363216
Nebraska,Bicycle,2016,0.005531679
Nevada,Bicycle,2016,0.00370644
New Hampshire,Bicycle,2016,0.002824887
New Jersey,Bicycle,2016,0.002869598
New Mexico,Bicycle,2016,0.007183707
New York,Bicycle,2016,0.007167259
North Carolina,Bicycle,2016,0.001985082
North Dakota,Bicycle,2016,0.005807496
Ohio,Bicycle,2016,0.003082792
Oklahoma,Bicycle,2016,0.002759197
Oregon,Bicycle,2016,0.022494467
Pennsylvania,Bicycle,2016,0.005182898
Rhode Island,Bicycle,2016,0.003051886
South Carolina,Bicycle,2016,0.002495424
South Dakota,Bicycle,2016,0.003996076
Tennessee,Bicycle,2016,0.001133611
Texas,Bicycle,2016,0.002577401
United States,Bicycle,2016,0.005745414
Utah,Bicycle,2016,0.006567928
Vermont,Bicycle,2016,0.006317411
Virginia,Bicycle,2016,0.004098049
Washington,Bicycle,2016,0.008622738
West Virginia,Bicycle,2016,0.001105064
Wisconsin,Bicycle,2016,0.007031135
Wyoming,Bicycle,2016,0.006139543
Alabama,Carpool,2016,0.080385118
Alaska,Carpool,2016,0.121988732
Arizona,Carpool,2016,0.109806635
Arkansas,Carpool,2016,0.101687906
California,Carpool,2016,0.103007862
Colorado,Carpool,2016,0.089610118
Connecticut,Carpool,2016,0.081915542
Delaware,Carpool,2016,0.089827503
District of Columbia,Carpool,2016,0.050684145
Florida,Carpool,2016,0.091581082
Georgia,Carpool,2016,0.096383733
Hawaii,Carpool,2016,0.136203827
Idaho,Carpool,2016,0.095665982
Illinois,Carpool,2016,0.076909298
Indiana,Carpool,2016,0.0852654
Iowa,Carpool,2016,0.081656728
Kansas,Carpool,2016,0.088567041
Kentucky,Carpool,2016,0.092686106
Louisiana,Carpool,2016,0.092543428
Maine,Carpool,2016,0.089539478
Maryland,Carpool,2016,0.089973484
Massachusetts,Carpool,2016,0.076222768
Michigan,Carpool,2016,0.088646193
Minnesota,Carpool,2016,0.085876954
Mississippi,Carpool,2016,0.098226254
Missouri,Carpool,2016,0.08663873
Montana,Carpool,2016,0.091585719
Nebraska,Carpool,2016,0.089886441
Nevada,Carpool,2016,0.1017339
New Hampshire,Carpool,2016,0.085728865
New Jersey,Carpool,2016,0.08424487
New Mexico,Carpool,2016,0.094437212
New York,Carpool,2016,0.065285614
North Carolina,Carpool,2016,0.091515446
North Dakota,Carpool,2016,0.099476143
Ohio,Carpool,2016,0.074855656
Oklahoma,Carpool,2016,0.094894504
Oregon,Carpool,2016,0.097207685
Pennsylvania,Carpool,2016,0.083616973
Rhode Island,Carpool,2016,0.083527259
South Carolina,Carpool,2016,0.093012723
South Dakota,Carpool,2016,0.088845857
Tennessee,Carpool,2016,0.085863852
Texas,Carpool,2016,0.100856276
United States,Carpool,2016,0.090287901
Utah,Carpool,2016,0.109657997
Vermont,Carpool,2016,0.079739631
Virginia,Carpool,2016,0.09474036
Washington,Carpool,2016,0.098790221
West Virginia,Carpool,2016,0.09245608
Wisconsin,Carpool,2016,0.082198478
Wyoming,Carpool,2016,0.089983333
Alabama,Drove alone,2016,0.861186319
Alaska,Drove alone,2016,0.690433402
Arizona,Drove alone,2016,0.764971134
Arkansas,Drove alone,2016,0.831022035
California,Drove alone,2016,0.735580287
Colorado,Drove alone,2016,0.750092785
Connecticut,Drove alone,2016,0.777193132
Delaware,Drove alone,2016,0.810043415
District of Columbia,Drove alone,2016,0.330316617
Florida,Drove alone,2016,0.791579295
Georgia,Drove alone,2016,0.793356511
Hawaii,Drove alone,2016,0.669436144
Idaho,Drove alone,2016,0.792890107
Illinois,Drove alone,2016,0.731417472
Indiana,Drove alone,2016,0.832302047
Iowa,Drove alone,2016,0.812459939
Kansas,Drove alone,2016,0.822122308
Kentucky,Drove alone,2016,0.82233959
Louisiana,Drove alone,2016,0.828709721
Maine,Drove alone,2016,0.792952663
Maryland,Drove alone,2016,0.738166941
Massachusetts,Drove alone,2016,0.701041702
Michigan,Drove alone,2016,0.82368923
Minnesota,Drove alone,2016,0.778295959
Mississippi,Drove alone,2016,0.845747084
Missouri,Drove alone,2016,0.817397175
Montana,Drove alone,2016,0.759660777
Nebraska,Drove alone,2016,0.820365692
Nevada,Drove alone,2016,0.787685709
New Hampshire,Drove alone,2016,0.797403315
New Jersey,Drove alone,2016,0.707914475
New Mexico,Drove alone,2016,0.799707048
New York,Drove alone,2016,0.526073187
North Carolina,Drove alone,2016,0.813470843
North Dakota,Drove alone,2016,0.801683139
Ohio,Drove alone,2016,0.830626003
Oklahoma,Drove alone,2016,0.825772237
Oregon,Drove alone,2016,0.723615794
Pennsylvania,Drove alone,2016,0.761361847
Rhode Island,Drove alone,2016,0.802597041
South Carolina,Drove alone,2016,0.825346053
South Dakota,Drove alone,2016,0.798826981
Tennessee,Drove alone,2016,0.83548036
Texas,Drove alone,2016,0.805356507
United States,Drove alone,2016,0.763221341
Utah,Drove alone,2016,0.758387747
Vermont,Drove alone,2016,0.755580013
Virginia,Drove alone,2016,0.769178598
Washington,Drove alone,2016,0.720523636
West Virginia,Drove alone,2016,0.815659662
Wisconsin,Drove alone,2016,0.806919978
Wyoming,Drove alone,2016,0.777555857
Alabama,Public transportation,2016,0.003084954
Alaska,Public transportation,2016,0.012075391
Arizona,Public transportation,2016,0.018500854
Arkansas,Public transportation,2016,0.003358414
California,Public transportation,2016,0.050783311
Colorado,Public transportation,2016,0.029175561
Connecticut,Public transportation,2016,0.049392247
Delaware,Public transportation,2016,0.026768172
District of Columbia,Public transportation,2016,0.360158916
Florida,Public transportation,2016,0.020511445
Georgia,Public transportation,2016,0.021365209
Hawaii,Public transportation,2016,0.0674494
Idaho,Public transportation,2016,0.005685047
Illinois,Public transportation,2016,0.09353778
Indiana,Public transportation,2016,0.010119654
Iowa,Public transportation,2016,0.010776081
Kansas,Public transportation,2016,0.00516236
Kentucky,Public transportation,2016,0.010875418
Louisiana,Public transportation,2016,0.012746418
Maine,Public transportation,2016,0.006566921
Maryland,Public transportation,2016,0.085041442
Massachusetts,Public transportation,2016,0.101174714
Michigan,Public transportation,2016,0.014301327
Minnesota,Public transportation,2016,0.036243007
Mississippi,Public transportation,2016,0.003044704
Missouri,Public transportation,2016,0.014320174
Montana,Public transportation,2016,0.00675383
Nebraska,Public transportation,2016,0.005959719
Nevada,Public transportation,2016,0.033955301
New Hampshire,Public transportation,2016,0.008994848
New Jersey,Public transportation,2016,0.117718656
New Mexico,Public transportation,2016,0.014192007
New York,Public transportation,2016,0.283790004
North Carolina,Public transportation,2016,0.010354288
North Dakota,Public transportation,2016,0.005270585
Ohio,Public transportation,2016,0.015984232
Oklahoma,Public transportation,2016,0.005008416
Oregon,Public transportation,2016,0.043556342
Pennsylvania,Public transportation,2016,0.055555044
Rhode Island,Public transportation,2016,0.024432717
South Carolina,Public transportation,2016,0.005528094
South Dakota,Public transportation,2016,0.004900365
Tennessee,Public transportation,2016,0.006945971
Texas,Public transportation,2016,0.014345971
United States,Public transportation,2016,0.050866834
Utah,Public transportation,2016,0.027311211
Vermont,Public transportation,2016,0.015452344
Virginia,Public transportation,2016,0.041353934
Washington,Public transportation,2016,0.063625533
West Virginia,Public transportation,2016,0.010857733
Wisconsin,Public transportation,2016,0.017426119
Wyoming,Public transportation,2016,0.015197654
Alabama,"Taxi, motorcycle, or other",2016,0.009285546
Alaska,"Taxi, motorcycle, or other",2016,0.037687016
Arizona,"Taxi, motorcycle, or other",2016,0.016651503
Arkansas,"Taxi, motorcycle, or other",2016,0.010419228
California,"Taxi, motorcycle, or other",2016,0.015194611
Colorado,"Taxi, motorcycle, or other",2016,0.010703625
Connecticut,"Taxi, motorcycle, or other",2016,0.008943178
Delaware,"Taxi, motorcycle, or other",2016,0.006982309
District of Columbia,"Taxi, motorcycle, or other",2016,0.016098663
Florida,"Taxi, motorcycle, or other",2016,0.015062343
Georgia,"Taxi, motorcycle, or other",2016,0.014348703
Hawaii,"Taxi, motorcycle, or other",2016,0.023168801
Idaho,"Taxi, motorcycle, or other",2016,0.009304252
Illinois,"Taxi, motorcycle, or other",2016,0.011752991
Indiana,"Taxi, motorcycle, or other",2016,0.008856749
Iowa,"Taxi, motorcycle, or other",2016,0.008813349
Kansas,"Taxi, motorcycle, or other",2016,0.010439392
Kentucky,"Taxi, motorcycle, or other",2016,0.013022436
Louisiana,"Taxi, motorcycle, or other",2016,0.013548039
Maine,"Taxi, motorcycle, or other",2016,0.008855723
Maryland,"Taxi, motorcycle, or other",2016,0.011942912
Massachusetts,"Taxi, motorcycle, or other",2016,0.013468716
Michigan,"Taxi, motorcycle, or other",2016,0.007616097
Minnesota,"Taxi, motorcycle, or other",2016,0.007981298
Mississippi,"Taxi, motorcycle, or other",2016,0.015717254
Missouri,"Taxi, motorcycle, or other",2016,0.009211863
Montana,"Taxi, motorcycle, or other",2016,0.009248233
Nebraska,"Taxi, motorcycle, or other",2016,0.009480531
Nevada,"Taxi, motorcycle, or other",2016,0.013951142
New Hampshire,"Taxi, motorcycle, or other",2016,0.011344904
New Jersey,"Taxi, motorcycle, or other",2016,0.014667525
New Mexico,"Taxi, motorcycle, or other",2016,0.010980012
New York,"Taxi, motorcycle, or other",2016,0.012405994
North Carolina,"Taxi, motorcycle, or other",2016,0.011422164
North Dakota,"Taxi, motorcycle, or other",2016,0.007157159
Ohio,"Taxi, motorcycle, or other",2016,0.008973172
Oklahoma,"Taxi, motorcycle, or other",2016,0.011688424
Oregon,"Taxi, motorcycle, or other",2016,0.010813139
Pennsylvania,"Taxi, motorcycle, or other",2016,0.009333399
Rhode Island,"Taxi, motorcycle, or other",2016,0.007647345
South Carolina,"Taxi, motorcycle, or other",2016,0.011816273
South Dakota,"Taxi, motorcycle, or other",2016,0.009842575
Tennessee,"Taxi, motorcycle, or other",2016,0.010674002
Texas,"Taxi, motorcycle, or other",2016,0.012770992
United States,"Taxi, motorcycle, or other",2016,0.012218578
Utah,"Taxi, motorcycle, or other",2016,0.009891257
Vermont,"Taxi, motorcycle, or other",2016,0.013725983
Virginia,"Taxi, motorcycle, or other",2016,0.01418066
Washington,"Taxi, motorcycle, or other",2016,0.012332772
West Virginia,"Taxi, motorcycle, or other",2016,0.008345849
Wisconsin,"Taxi, motorcycle, or other",2016,0.008973122
Wyoming,"Taxi, motorcycle, or other",2016,0.007099506
Alabama,Walked,2016,0.011628241
Alaska,Walked,2016,0.07615131
Arizona,Walked,2016,0.018317422
Arkansas,Walked,2016,0.020129924
California,Walked,2016,0.026867789
Colorado,Walked,2016,0.030057685
Connecticut,Walked,2016,0.027393699
Delaware,Walked,2016,0.018592929
District of Columbia,Walked,2016,0.136701969
Florida,Walked,2016,0.015040309
Georgia,Walked,2016,0.015528373
Hawaii,Walked,2016,0.04712344
Idaho,Walked,2016,0.026166882
Illinois,Walked,2016,0.030174993
Indiana,Walked,2016,0.021337431
Iowa,Walked,2016,0.034385071
Kansas,Walked,2016,0.02465171
Kentucky,Walked,2016,0.021492528
Louisiana,Walked,2016,0.016585996
Maine,Walked,2016,0.040065669
Maryland,Walked,2016,0.024580409
Massachusetts,Walked,2016,0.048097869
Michigan,Walked,2016,0.020952502
Minnesota,Walked,2016,0.026195879
Mississippi,Walked,2016,0.013791685
Missouri,Walked,2016,0.018347592
Montana,Walked,2016,0.056756751
Nebraska,Walked,2016,0.024611812
Nevada,Walked,2016,0.016777801
New Hampshire,Walked,2016,0.031198486
New Jersey,Walked,2016,0.028546489
New Mexico,Walked,2016,0.022596727
New York,Walked,2016,0.062205183
North Carolina,Walked,2016,0.01721766
North Dakota,Walked,2016,0.029389671
Ohio,Walked,2016,0.023369099
Oklahoma,Walked,2016,0.017054749
Oregon,Walked,2016,0.036160678
Pennsylvania,Walked,2016,0.036476861
Rhode Island,Walked,2016,0.036130961
South Carolina,Walked,2016,0.021005405
South Dakota,Walked,2016,0.038314907
Tennessee,Walked,2016,0.013238219
Texas,Walked,2016,0.015736016
United States,Walked,2016,0.027174918
Utah,Walked,2016,0.027474939
Vermont,Walked,2016,0.059384925
Virginia,Walked,2016,0.026129547
Washington,Walked,2016,0.037403831
West Virginia,Walked,2016,0.03173958
Wisconsin,Walked,2016,0.030303103
Wyoming,Walked,2016,0.046081734
Alabama,Worked at home,2016,0.033402153
Alaska,Worked at home,2016,0.051741436
Arizona,Worked at home,2016,0.06344324
Arkansas,Worked at home,2016,0.032033434
California,Worked at home,2016,0.058269382
Colorado,Worked at home,2016,0.079468363
Connecticut,Worked at home,2016,0.0521761
Delaware,Worked at home,2016,0.044762358
District of Columbia,Worked at home,2016,0.060079403
Florida,Worked at home,2016,0.06003594
Georgia,Worked at home,2016,0.056420403
Hawaii,Worked at home,2016,0.049304597
Idaho,Worked at home,2016,0.05856979
Illinois,Worked at home,2016,0.049296034
Indiana,Worked at home,2016,0.037995611
Iowa,Worked at home,2016,0.047257764
Kansas,Worked at home,2016,0.044769998
Kentucky,Worked at home,2016,0.037304892
Louisiana,Worked at home,2016,0.030908652
Maine,Worked at home,2016,0.057803495
Maryland,Worked at home,2016,0.047425177
Massachusetts,Worked at home,2016,0.051381523
Michigan,Worked at home,2016,0.040190848
Minnesota,Worked at home,2016,0.058367186
Mississippi,Worked at home,2016,0.022456747
Missouri,Worked at home,2016,0.051721169
Montana,Worked at home,2016,0.063631473
Nebraska,Worked at home,2016,0.044164125
Nevada,Worked at home,2016,0.042189705
New Hampshire,Worked at home,2016,0.062504695
New Jersey,Worked at home,2016,0.044038388
New Mexico,Worked at home,2016,0.050903288
New York,Worked at home,2016,0.043072759
North Carolina,Worked at home,2016,0.054034517
North Dakota,Worked at home,2016,0.051215806
Ohio,Worked at home,2016,0.043109046
Oklahoma,Worked at home,2016,0.042822475
Oregon,Worked at home,2016,0.066151896
Pennsylvania,Worked at home,2016,0.048472977
Rhode Island,Worked at home,2016,0.04261279
South Carolina,Worked at home,2016,0.040796028
South Dakota,Worked at home,2016,0.05527324
Tennessee,Worked at home,2016,0.046663984
Texas,Worked at home,2016,0.048356837
United States,Worked at home,2016,0.050485014
Utah,Worked at home,2016,0.060708921
Vermont,Worked at home,2016,0.069799692
Virginia,Worked at home,2016,0.050318852
Washington,Worked at home,2016,0.058701268
West Virginia,Worked at home,2016,0.039836032
Wisconsin,Worked at home,2016,0.047148065
Wyoming,Worked at home,2016,0.057942374
Alabama,Bicycle,2017,0.001008024
Alaska,Bicycle,2017,0.007751607
Arizona,Bicycle,2017,0.008188196
Arkansas,Bicycle,2017,0.001824188
California,Bicycle,2017,0.009062407
Colorado,Bicycle,2017,0.010988307
Connecticut,Bicycle,2017,0.003083802
Delaware,Bicycle,2017,0.003635266
District of Columbia,Bicycle,2017,0.049613725
Florida,Bicycle,2017,0.005745648
Georgia,Bicycle,2017,0.00241585
Hawaii,Bicycle,2017,0.00934598
Idaho,Bicycle,2017,0.008286832
Illinois,Bicycle,2017,0.006173555
Indiana,Bicycle,2017,0.004369029
Iowa,Bicycle,2017,0.005090457
Kansas,Bicycle,2017,0.003560305
Kentucky,Bicycle,2017,0.001829511
Louisiana,Bicycle,2017,0.00597805
Maine,Bicycle,2017,0.004875676
Maryland,Bicycle,2017,0.003860602
Massachusetts,Bicycle,2017,0.009055725
Michigan,Bicycle,2017,0.004397403
Minnesota,Bicycle,2017,0.007083748
Mississippi,Bicycle,2017,0.000355576
Missouri,Bicycle,2017,0.001721211
Montana,Bicycle,2017,0.011098812
Nebraska,Bicycle,2017,0.002777335
Nevada,Bicycle,2017,0.003571197
New Hampshire,Bicycle,2017,0.002737473
New Jersey,Bicycle,2017,0.002658517
New Mexico,Bicycle,2017,0.006270685
New York,Bicycle,2017,0.007072047
North Carolina,Bicycle,2017,0.002156118
North Dakota,Bicycle,2017,0.005089536
Ohio,Bicycle,2017,0.002894323
Oklahoma,Bicycle,2017,0.002936933
Oregon,Bicycle,2017,0.020376794
Pennsylvania,Bicycle,2017,0.005652096
Rhode Island,Bicycle,2017,0.001989606
South Carolina,Bicycle,2017,0.002350509
South Dakota,Bicycle,2017,0.003492401
Tennessee,Bicycle,2017,0.001422467
Texas,Bicycle,2017,0.002537966
United States,Bicycle,2017,0.005474832
Utah,Bicycle,2017,0.006949036
Vermont,Bicycle,2017,0.007147447
Virginia,Bicycle,2017,0.004107368
Washington,Bicycle,2017,0.006958648
West Virginia,Bicycle,2017,0.001536523
Wisconsin,Bicycle,2017,0.006296255
Wyoming,Bicycle,2017,0.010628885
Alabama,Carpool,2017,0.084985494
Alaska,Carpool,2017,0.118292426
Arizona,Carpool,2017,0.110036777
Arkansas,Carpool,2017,0.098632561
California,Carpool,2017,0.100284221
Colorado,Carpool,2017,0.085503596
Connecticut,Carpool,2017,0.078548931
Delaware,Carpool,2017,0.071219648
District of Columbia,Carpool,2017,0.05193404
Florida,Carpool,2017,0.090905573
Georgia,Carpool,2017,0.098846627
Hawaii,Carpool,2017,0.132573987
Idaho,Carpool,2017,0.101877393
Illinois,Carpool,2017,0.07778421
Indiana,Carpool,2017,0.087410646
Iowa,Carpool,2017,0.079951224
Kansas,Carpool,2017,0.087130003
Kentucky,Carpool,2017,0.093669943
Louisiana,Carpool,2017,0.09224276
Maine,Carpool,2017,0.093689586
Maryland,Carpool,2017,0.091042451
Massachusetts,Carpool,2017,0.07234456
Michigan,Carpool,2017,0.08707341
Minnesota,Carpool,2017,0.081501088
Mississippi,Carpool,2017,0.09113619
Missouri,Carpool,2017,0.084243562
Montana,Carpool,2017,0.089187653
Nebraska,Carpool,2017,0.090785129
Nevada,Carpool,2017,0.098022189
New Hampshire,Carpool,2017,0.082949231
New Jersey,Carpool,2017,0.079221227
New Mexico,Carpool,2017,0.106256606
New York,Carpool,2017,0.062570643
North Carolina,Carpool,2017,0.088500214
North Dakota,Carpool,2017,0.081785534
Ohio,Carpool,2017,0.076624421
Oklahoma,Carpool,2017,0.098263461
Oregon,Carpool,2017,0.097153434
Pennsylvania,Carpool,2017,0.085065784
Rhode Island,Carpool,2017,0.094415316
South Carolina,Carpool,2017,0.094893838
South Dakota,Carpool,2017,0.078049664
Tennessee,Carpool,2017,0.08780225
Texas,Carpool,2017,0.098467842
United States,Carpool,2017,0.089031512
Utah,Carpool,2017,0.107347171
Vermont,Carpool,2017,0.091672283
Virginia,Carpool,2017,0.08656031
Washington,Carpool,2017,0.101751017
West Virginia,Carpool,2017,0.089918918
Wisconsin,Carpool,2017,0.076339026
Wyoming,Carpool,2017,0.102029411
Alabama,Drove alone,2017,0.856648082
Alaska,Drove alone,2017,0.693078495
Arizona,Drove alone,2017,0.765407385
Arkansas,Drove alone,2017,0.83348782
California,Drove alone,2017,0.739142908
Colorado,Drove alone,2017,0.748765664
Connecticut,Drove alone,2017,0.782796963
Delaware,Drove alone,2017,0.82047681
District of Columbia,Drove alone,2017,0.343787629
Florida,Drove alone,2017,0.793572391
Georgia,Drove alone,2017,0.787335123
Hawaii,Drove alone,2017,0.675680705
Idaho,Drove alone,2017,0.790711616
Illinois,Drove alone,2017,0.730413836
Indiana,Drove alone,2017,0.824315394
Iowa,Drove alone,2017,0.814113812
Kansas,Drove alone,2017,0.8244151
Kentucky,Drove alone,2017,0.820070532
Louisiana,Drove alone,2017,0.827094239
Maine,Drove alone,2017,0.785550793
Maryland,Drove alone,2017,0.73744839
Massachusetts,Drove alone,2017,0.700387701
Michigan,Drove alone,2017,0.824517623
Minnesota,Drove alone,2017,0.780208205
Mississippi,Drove alone,2017,0.85469439
Missouri,Drove alone,2017,0.821569758
Montana,Drove alone,2017,0.764817258
Nebraska,Drove alone,2017,0.816999937
Nevada,Drove alone,2017,0.785072269
New Hampshire,Drove alone,2017,0.809133143
New Jersey,Drove alone,2017,0.709629057
New Mexico,Drove alone,2017,0.794101356
New York,Drove alone,2017,0.531125049
North Carolina,Drove alone,2017,0.810942086
North Dakota,Drove alone,2017,0.816226289
Ohio,Drove alone,2017,0.833412184
Oklahoma,Drove alone,2017,0.822989585
Oregon,Drove alone,2017,0.716808282
Pennsylvania,Drove alone,2017,0.761947174
Rhode Island,Drove alone,2017,0.79364973
South Carolina,Drove alone,2017,0.818442646
South Dakota,Drove alone,2017,0.812345317
Tennessee,Drove alone,2017,0.832090136
Texas,Drove alone,2017,0.805810236
United States,Drove alone,2017,0.763969644
Utah,Drove alone,2017,0.760921139
Vermont,Drove alone,2017,0.748591671
Virginia,Drove alone,2017,0.773753172
Washington,Drove alone,2017,0.7171977
West Virginia,Drove alone,2017,0.827688881
Wisconsin,Drove alone,2017,0.811193001
Wyoming,Drove alone,2017,0.779408551
Alabama,Public transportation,2017,0.003543266
Alaska,Public transportation,2017,0.016587813
Arizona,Public transportation,2017,0.017981952
Arkansas,Public transportation,2017,0.002955528
California,Public transportation,2017,0.050193637
Colorado,Public transportation,2017,0.032171357
Connecticut,Public transportation,2017,0.046940382
Delaware,Public transportation,2017,0.022280514
District of Columbia,Public transportation,2017,0.326716927
Florida,Public transportation,2017,0.017359657
Georgia,Public transportation,2017,0.021389078
Hawaii,Public transportation,2017,0.06145845
Idaho,Public transportation,2017,0.006277786
Illinois,Public transportation,2017,0.095993243
Indiana,Public transportation,2017,0.009309336
Iowa,Public transportation,2017,0.008555248
Kansas,Public transportation,2017,0.004263282
Kentucky,Public transportation,2017,0.010524436
Louisiana,Public transportation,2017,0.01069231
Maine,Public transportation,2017,0.005804304
Maryland,Public transportation,2017,0.084732675
Massachusetts,Public transportation,2017,0.104077033
Michigan,Public transportation,2017,0.012886113
Minnesota,Public transportation,2017,0.036744041
Mississippi,Public transportation,2017,0.003060261
Missouri,Public transportation,2017,0.012803936
Montana,Public transportation,2017,0.007858627
Nebraska,Public transportation,2017,0.006890158
Nevada,Public transportation,2017,0.030843905
New Hampshire,Public transportation,2017,0.007242869
New Jersey,Public transportation,2017,0.118166247
New Mexico,Public transportation,2017,0.010652317
New York,Public transportation,2017,0.280554495
North Carolina,Public transportation,2017,0.009691131
North Dakota,Public transportation,2017,0.005274655
Ohio,Public transportation,2017,0.014563826
Oklahoma,Public transportation,2017,0.003288288
Oregon,Public transportation,2017,0.044596798
Pennsylvania,Public transportation,2017,0.053378874
Rhode Island,Public transportation,2017,0.021929707
South Carolina,Public transportation,2017,0.004955008
South Dakota,Public transportation,2017,0.006773975
Tennessee,Public transportation,2017,0.006412143
Texas,Public transportation,2017,0.013542715
United States,Public transportation,2017,0.04998143
Utah,Public transportation,2017,0.023182512
Vermont,Public transportation,2017,0.014990831
Virginia,Public transportation,2017,0.041773739
Washington,Public transportation,2017,0.065381849
West Virginia,Public transportation,2017,0.009202286
Wisconsin,Public transportation,2017,0.017505249
Wyoming,Public transportation,2017,0.005914489
Alabama,"Taxi, motorcycle, or other",2017,0.008524607
Alaska,"Taxi, motorcycle, or other",2017,0.045259934
Arizona,"Taxi, motorcycle, or other",2017,0.01564992
Arkansas,"Taxi, motorcycle, or other",2017,0.008274387
California,"Taxi, motorcycle, or other",2017,0.015825112
Colorado,"Taxi, motorcycle, or other",2017,0.011259871
Connecticut,"Taxi, motorcycle, or other",2017,0.009526997
Delaware,"Taxi, motorcycle, or other",2017,0.008584428
District of Columbia,"Taxi, motorcycle, or other",2017,0.027372263
Florida,"Taxi, motorcycle, or other",2017,0.01685437
Georgia,"Taxi, motorcycle, or other",2017,0.016549223
Hawaii,"Taxi, motorcycle, or other",2017,0.022875562
Idaho,"Taxi, motorcycle, or other",2017,0.013416038
Illinois,"Taxi, motorcycle, or other",2017,0.012074962
Indiana,"Taxi, motorcycle, or other",2017,0.010792228
Iowa,"Taxi, motorcycle, or other",2017,0.009203136
Kansas,"Taxi, motorcycle, or other",2017,0.010032445
Kentucky,"Taxi, motorcycle, or other",2017,0.013444982
Louisiana,"Taxi, motorcycle, or other",2017,0.013755955
Maine,"Taxi, motorcycle, or other",2017,0.010061402
Maryland,"Taxi, motorcycle, or other",2017,0.012597993
Massachusetts,"Taxi, motorcycle, or other",2017,0.013202154
Michigan,"Taxi, motorcycle, or other",2017,0.007438858
Minnesota,"Taxi, motorcycle, or other",2017,0.009321806
Mississippi,"Taxi, motorcycle, or other",2017,0.014223053
Missouri,"Taxi, motorcycle, or other",2017,0.009769608
Montana,"Taxi, motorcycle, or other",2017,0.012302084
Nebraska,"Taxi, motorcycle, or other",2017,0.008150393
Nevada,"Taxi, motorcycle, or other",2017,0.020120333
New Hampshire,"Taxi, motorcycle, or other",2017,0.011609357
New Jersey,"Taxi, motorcycle, or other",2017,0.015101593
New Mexico,"Taxi, motorcycle, or other",2017,0.011499333
New York,"Taxi, motorcycle, or other",2017,0.013173336
North Carolina,"Taxi, motorcycle, or other",2017,0.010362421
North Dakota,"Taxi, motorcycle, or other",2017,0.007066606
Ohio,"Taxi, motorcycle, or other",2017,0.009136719
Oklahoma,"Taxi, motorcycle, or other",2017,0.010675902
Oregon,"Taxi, motorcycle, or other",2017,0.01033253
Pennsylvania,"Taxi, motorcycle, or other",2017,0.009079846
Rhode Island,"Taxi, motorcycle, or other",2017,0.007188624
South Carolina,"Taxi, motorcycle, or other",2017,0.011371561
South Dakota,"Taxi, motorcycle, or other",2017,0.006977927
Tennessee,"Taxi, motorcycle, or other",2017,0.010129717
Texas,"Taxi, motorcycle, or other",2017,0.013525092
